PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
yMiL8,4q1k1/1p1n4/1b2p1pp/3B4/P4P2/4Q1P1/P6P/2RR2K1 w - - 1 35,d5e6 e8e6 c1c8 d7f8 e3b6 e6b6,2054,77,91,406,advantage long middlegame pin,https://lichess.org/6pNK6bmr#69,,
mm1sF,r4rk1/pp3p2/1q3pnQ/2b5/4B2P/1P6/P1P2PP1/R4RK1 b - - 0 19,b6e6 e4g6 f7g6 h6g6,1051,81,93,801,crushing kingsideAttack middlegame short,https://lichess.org/7RU7FPPz/black#38,French_Defense French_Defense_Knight_Variation,
GBs4t,3q2k1/R4pp1/4p3/2p4r/4Q3/P7/1PP5/1K6 b - - 1 35,d8d5 a7a8 d5a8 e4a8,962,81,91,659,crushing endgame master short xRayAttack,https://lichess.org/6Q70l0ga/black#70,,
TG1kz,4r1k1/p4p1p/1q4p1/2p1R3/8/2P2Q2/6PP/5R1K b - - 0 25,e8e5 f3f7 g8h8 f7f8,1032,94,88,199,endgame mate mateIn2 short,https://lichess.org/IzMT6TSi/black#50,,
zw6v6,3rnrkb/1bqn1p1p/p5pP/2p5/NpP1P3/1P3PN1/PB1QB1P1/R3K2R w KQ - 3 20,b2h8 c7g3 e1f1 g8h8,1315,76,94,14662,advantage hangingPiece intermezzo master middlegame short,https://lichess.org/Smys5YYq#39,,
yoYag,r2q1r1k/1pp2p1p/p1n4Q/3pPbN1/2B3P1/7P/PP3P2/R4RK1 b - - 0 17,f8g8 g5f7,1153,131,69,29,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Hp8rntOv/black#34,Italian_Game Italian_Game_Scotch_Gambit,
IxarL,3Q4/p5pk/6qp/3p4/3N4/2P4P/PP1r3P/5RK1 w - - 1 33,g1h1 g6g2,966,76,100,237,endgame mate mateIn1 oneMove,https://lichess.org/ia1QOwbs#65,,
wVxHW,3Q4/8/8/b7/4kp2/4p3/4K3/8 w - - 3 81,d8d7 f4f3 e2d1 e3e2 d1c2 e2e1q,1159,75,97,2838,advancedPawn crushing deflection endgame exposedKing long promotion,https://lichess.org/mAWsVy38#161,,
jaYW1,5rk1/6b1/p2p2p1/3Pp1P1/2Q1Pq1p/P3N1R1/1P1R1P1K/8 w - - 0 36,e3g2 h4g3 f2g3 f4d2,1324,77,94,2998,crushing middlegame short,https://lichess.org/nyjS9lrq#71,,
sQOhH,r1b2R2/p3B1pk/1bpNq1p1/4Q3/8/8/PPP3PP/7K w - - 6 22,e5g5 e6e1 f8f1 e1f1,657,89,74,357,mate mateIn2 middlegame short,https://lichess.org/W5aGGDaO#43,,
eZlhp,1r3r1k/5p2/8/p3pQ2/3p3P/1P2q2B/2P1N3/1K4R1 b - - 3 29,b8b3 c2b3 e3b3 b1c1 b3e3 c1d1,1251,78,100,81,crushing defensiveMove long middlegame,https://lichess.org/jvq9hIDi/black#58,,
vHJ0v,8/7p/4q1k1/pp3R2/6P1/6K1/1P3R2/8 w - - 2 45,f5b5 e6d6 g3g2 d6c6 f2f3 c6b5,1934,74,94,3585,crushing endgame fork long queenRookEndgame,https://lichess.org/8PqlkAw1#89,,
UZMoC,1r5k/6p1/p2bB3/1p3R2/8/6pP/PPP3K1/8 b - - 0 31,b8e8 f5h5,913,82,90,201,endgame master mate mateIn1 oneMove pillsburysMate,https://lichess.org/b5FQOoyV/black#62,,
hGmyj,rn1qk2r/pbpp2pp/1p2p3/4Pp1n/3P4/P1b2P2/1PPBN1PP/R2QKB1R w KQkq - 0 9,e2c3 d8h4 g2g3 h5g3,1110,77,82,198,advantage middlegame short,https://lichess.org/xtTM0CDO#17,Owen_Defense Owen_Defense_Other_variations,
Pb1G0,3q2k1/5ppp/4p3/8/1P6/2P4P/R5P1/1n1Q1BK1 b - - 0 40,d8d1 a2a8 d1d8 a8d8,649,92,91,91,backRankMate endgame mate mateIn2 short,https://lichess.org/Xs0vUJE5/black#80,,
EUqDo,7r/6k1/6pb/q1NpPp2/3P1P2/r1P5/3Q1K1R/7R w - - 2 43,h2h3 a3a2 d2a2 a5a2,1169,78,94,1422,advantage middlegame pin short,https://lichess.org/bmsywcg1#85,,
u40dR,r7/P3r3/2pk4/3p1pR1/2pP2p1/4P3/R2K1P2/8 b - - 8 47,a8a7 g5g6 e7e6 g6e6 d6e6 a2a7,1359,79,76,146,crushing endgame long master masterVsMaster rookEndgame,https://lichess.org/ybneqprm/black#94,,
lbHXc,r1b1r1k1/p1qn1ppP/1n1p4/4pP2/1pp1P2b/3P2NP/PPP3B1/R1BQ1RK1 b - - 0 17,g8h7 d1h5 h7g8 h5h4,1028,81,86,599,advantage fork middlegame short,https://lichess.org/zyg2y0Fh/black#34,Sicilian_Defense Sicilian_Defense_Closed,
FRoEt,8/8/p1p3p1/1pPk2P1/1P2pP2/PK6/8/8 b - - 0 40,d5d4 f4f5 g6f5 g5g6 e4e3 b3c2,2396,78,93,2335,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/8H8hTvDj/black#80,,
P2sFM,3r2k1/5pp1/2b4p/4p3/1q2P3/2P3P1/5PBP/1Q2R1K1 b - - 0 34,b4c3 e1c1 c3d3 b1d3 d8d3 c1c6,1575,77,97,17490,advantage endgame long,https://lichess.org/Ec3q6SxH/black#68,,
8JvUK,r7/1p3Q1p/p7/4q2B/Pbp2kP1/8/1P3P1P/n5K1 b - - 2 27,f4g5 f2f4 e5f4 h2h4 g5h4 f7f4,1894,75,98,2215,crushing deflection endgame fork long,https://lichess.org/ewRCDD6w/black#54,,
e9VAy,8/8/8/2k3K1/7p/7P/8/8 b - - 3 54,c5d4 g5h4 d4e5 h4g5 e5e6 g5g6,1435,75,100,473,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/cj4yfKRK/black#108,,
AuMfp,3b4/8/1pKNk3/1P6/8/8/8/8 b - - 11 60,e6e7 d6b7 d8c7 c6c7,2074,87,91,137,crushing endgame short,https://lichess.org/RthP3RmL/black#120,,
M3V9E,8/8/1k6/1p3NP1/4p3/8/n4K2/8 b - - 0 45,a2c3 f5e3 b6c7 g5g6 b5b4 g6g7,2607,107,90,545,advancedPawn crushing endgame knightEndgame long master quietMove,https://lichess.org/78QL6QkR/black#90,,
zowYu,3rk3/1p3pp1/2p1p1p1/2P1P1Q1/1P1nN1P1/4K2P/3R1P2/2q5 b - - 21 38,d4b3 g5d8,1234,75,99,2847,endgame master mate mateIn1 oneMove,https://lichess.org/JjGDcsex/black#76,,
lfLC1,r2r2k1/1p3ppp/p2n4/4Bb2/2Q5/P7/1P1R1PPP/3R2K1 b - - 0 20,d6c4 d2d8 a8d8 d1d8,585,111,69,71,mate mateIn2 middlegame short,https://lichess.org/Mw18F1o0/black#40,,
FbzIE,3q1rk1/4pp1p/p2p2p1/5P2/4P3/8/bBP3PP/3Q1RK1 b - - 0 22,a2c4 d1d4 f7f6 d4c4,1375,75,92,5520,advantage endgame short,https://lichess.org/igZAg1QQ/black#44,,
vwzP3,7r/p3k3/1p1R2R1/2p2p2/5P2/2P1P3/PP6/4K2r w - - 6 39,e1d2 h8h2 d2d3 h1d1 d3c4 d1d6,1328,81,94,6089,advantage endgame long rookEndgame,https://lichess.org/eE73s5xa#77,,
SbxE4,8/8/p7/8/1P2K3/k7/8/8 w - - 0 51,e4d4 a3b4 d4d3 b4b3 d3d2 b3b2,1397,75,95,2358,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/0KQGjguA#101,,
