PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
RL4c8,8/8/2p5/1p1k3p/1P3P2/3K3P/8/8 w - - 0 47,f4f5 d5e5 f5f6 e5f6 h3h4 f6f5 d3d4 f5g4,1329,79,86,2013,crushing endgame pawnEndgame veryLong,https://lichess.org/LJSxZNxS#93,,
8siWM,4Q3/1kp3p1/pp3b2/4B2P/2P5/P6P/1P2q2K/5R2 w - - 1 38,h2g3 f6e5 e8e5 e2e5,938,86,91,740,advantage endgame short,https://lichess.org/yXNEGu5B#75,,
FNJeK,2r3k1/1q3pp1/7p/P2pb3/1p2p3/2P1P1P1/1Q2BPP1/2R3K1 w - - 0 26,b2b4 b7b4 c3b4 c8c1,1066,89,95,247,advantage endgame short,https://lichess.org/vH6Kq0aJ#51,,
ITZgo,5k2/1p3p2/p2PbN2/6PR/1P3K1p/5P2/8/3r4 b - - 0 50,d1d6 h5h8 f8e7 h8e8,1286,75,77,905,endgame hookMate mate mateIn2 short,https://lichess.org/dlUY5UGu/black#100,,
d7zv8,r3k1r1/1p3p2/2qN4/p2nP3/2b5/P3Q2P/1P4P1/R3KR2 b Qq - 0 23,e8d7 f1f7 d5e7 a1c1,2382,93,74,39,advantage middlegame short,https://lichess.org/IGQhx9zp/black#46,,
0Xy0N,8/8/B1p2p2/p3pPk1/3nP1P1/1P2K3/P7/8 w - - 3 49,a6e2 d4e2 e3e2 g5g4 a2a4 c6c5,2194,75,94,2028,advantage defensiveMove endgame long,https://lichess.org/LmKgT8nT#97,,
j7StT,2r3k1/p5pp/1pr2p2/2b1p3/2R1P3/5NBP/P4PP1/2R3K1 w - - 1 26,f3d2 b6b5 c4c3 c5f2 g3f2 c6c3 c1c3 c8c3,1969,76,93,9275,advantage discoveredAttack middlegame veryLong,https://lichess.org/sZQ7UWoP#51,,
VfSZt,r1bqk1nr/1p2b1pp/2p2p2/p2p2P1/2n2P1P/2Q5/PPPNP1B1/R1B1K1NR w KQkq - 0 11,d2c4 e7b4 c4d2 b4c3,1136,76,94,3930,crushing opening pin short,https://lichess.org/rnmNuGkK#21,Grob_Opening Grob_Opening_Other_variations,
6tNOh,2kr3r/pp3pp1/4b3/7p/1P1q2nN/P4QP1/3PRP1P/R1B3K1 w - - 1 23,f3c3 d4c3 d2c3 d8d1,1267,79,93,88,advantage clearance middlegame short,https://lichess.org/F7hRGums#45,,
9O06j,8/8/8/5pkp/7R/5rPK/7P/8 w - - 6 55,h4f4 f3f4 g3f4 g5f4 h3g2 f4e3,1848,75,97,2634,crushing defensiveMove endgame long master rookEndgame,https://lichess.org/1jTnuRgC#109,,
nnzYa,r5k1/5ppp/pp4q1/2p4n/P1Pp1b2/3P1PBP/1P2QP1K/R3R3 b - - 0 28,h5g3 e2e8 a8e8 e1e8,820,84,63,125,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/wDeXEk62/black#56,,
6r9A5,6k1/p1pR2bp/6p1/1p2p3/8/2P1PKB1/P1r4P/8 b - - 3 28,c2c3 d7g7 g8g7 g3e5 g7f7 e5c3,1625,74,88,253,advantage attraction endgame fork long,https://lichess.org/hMmyh6Gl/black#56,,
r3jaV,8/8/8/3r2PR/3k2K1/p4p2/5P2/8 w - - 0 49,g5g6 d5h5 g4h5 a3a2,1622,75,94,147,advancedPawn crushing endgame rookEndgame short,https://lichess.org/asC759jF#97,,
smysA,8/p4pkp/1p3qp1/2pR4/8/6B1/5PKP/8 b - - 3 38,c5c4 g3e5 f6e5 d5e5,861,87,82,240,advantage endgame pin short,https://lichess.org/XTqy8GLk/black#76,,
PukRh,r2qkb1r/pp3ppp/8/2p5/2B1Pp2/2NP3b/PPP2P1P/R2QR1K1 w kq - 0 13,d1f3 d8g5 g1h1 h3g4 f3g2 g5h5 c4b5 e8d8,2215,85,89,194,advantage defensiveMove middlegame veryLong,https://lichess.org/wRo1C0wK#25,Sicilian_Defense Sicilian_Defense_Old_Sicilian,
Uqyj7,1kr5/1p2qpp1/p2p3r/3PnR2/1PP1P2p/2N4P/4Q1P1/5R1K b - - 0 25,c8c4 f5e5 e7e5 e2c4,1299,75,72,944,advantage capturingDefender intermezzo master middlegame short,https://lichess.org/3u4Bh8io/black#50,,
M8ANj,6k1/pp2p2p/2q3b1/4P1Q1/5R2/P1n4P/2Pr2P1/4R1K1 w - - 3 38,e1f1 c3e2 g1h2 e2f4,1240,75,88,246,advantage fork master middlegame short,https://lichess.org/Nu7jKMAD#75,,
UzBSy,4r3/5kpp/p7/1p1r4/3R4/PP2K1PP/8/3R4 w - - 1 30,e3d3 d5d4 d3d4 e8d8 d4e4 d8d1,1136,88,94,656,attraction crushing endgame exposedKing long rookEndgame skewer,https://lichess.org/C6uUNVcv#59,,
Zqrlu,8/5R2/3N1p2/4p2p/4P2k/3P1K2/1r3P2/2b5 b - - 1 47,c1g5 f7h7 h4h3 h7h5 g5h4 d6f5,2157,131,83,8,crushing endgame long,https://lichess.org/cl9XaWFA/black#94,,
pcrmK,8/p7/1p6/4kpp1/2P5/1P2K1P1/P7/8 w - - 0 41,a2a3 f5f4 g3f4 g5f4 e3d3 f4f3 d3e3 f3f2,2181,75,87,258,advancedPawn crushing endgame exposedKing pawnEndgame veryLong,https://lichess.org/6Q5N9MKg#81,,
eJCje,r3nb1r/pp1k1ppp/2p5/2N5/3P1B2/5P2/PP3P1P/R3R1K1 b - - 3 17,d7c8 e1e8,864,124,50,45,hangingPiece mate mateIn1 middlegame oneMove pillsburysMate,https://lichess.org/7ndvzvqW/black#34,Ponziani_Opening Ponziani_Opening_Neumann_Gambit,
C5NcP,r1bq1rk1/ppp2ppp/8/2bn4/2Bp4/3P4/PPP1QPPP/RNB2RK1 b - - 1 10,c5d6 c4d5 d6h2 g1h2,863,92,89,304,crushing hangingPiece opening short,https://lichess.org/dMbd19lL/black#20,Italian_Game Italian_Game_Giuoco_Pianissimo,
qbDB0,2r1k3/1r4p1/2N1p1P1/1P1pPn1p/1R3P2/8/5K2/1R6 w - - 3 46,b1h1 c8c6 b5c6 b7b4,1294,75,95,19586,capturingDefender crushing endgame short,https://lichess.org/j82iv4c2#91,,
XjJRx,1r3rk1/p1p2ppp/2n1p3/8/P2P4/2nQPNP1/1q1N1PBP/4R1K1 b - - 4 20,b8b4 f3g5 g7g6 g2c6,1890,75,81,123,crushing discoveredAttack master masterVsMaster middlegame short,https://lichess.org/8ncdSkpT/black#40,,
TL6Pw,5rk1/ppp3pp/3p4/3Pp3/4N3/2Pb2P1/PP1B4/3BKrR1 w - - 11 23,g1f1 f8f1,1172,361,86,46,endgame mate mateIn1 oneMove operaMate,https://lichess.org/baSvuZAc#45,,
SqqvV,6rk/7p/1ppq2r1/p7/P2P1pN1/2P2Q2/5PK1/3R1R2 w - - 4 31,f1g1 g6g4 f3g4 g8g4,717,86,100,41,crushing middlegame short,https://lichess.org/W2yYrA4t#61,,
XDpt3,5k2/1p2p3/pq1pP1p1/5r1p/8/2Q3PP/3R2BK/8 b - - 4 30,b6c5 c3h8,991,76,96,790,endgame master mate mateIn1 oneMove,https://lichess.org/PX05k25d/black#60,,
9n9Kk,8/5pk1/7p/7P/6PK/7R/6r1/8 w - - 0 44,g4g5 h6g5,925,79,98,2040,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/mU7FlWJZ#87,,
pA4tH,rn1qkb1r/1b3ppp/p3p3/1P6/2p1N3/5N2/1PPPQPPP/R1B2RK1 w kq - 3 12,e2c4 a6b5 c4b5 b7c6 a1a8 c6b5,1721,77,93,981,advantage attraction fork long opening,https://lichess.org/hjpXhvUS#23,Sicilian_Defense Sicilian_Defense_Old_Sicilian,
FrjkJ,r2q1rk1/ppp3pp/2n5/4P3/3bBp2/P7/1P3PPP/R1BQ1RK1 b - - 0 16,d4e5 d1b3 g8h8 b3b7 c6d4 b7a8 d8a8 e4a8,2236,76,93,3299,crushing middlegame veryLong,https://lichess.org/a0d1B35M/black#32,Ruy_Lopez Ruy_Lopez_Classical_Variation,
cgMjX,8/8/5n2/5NK1/4p2P/8/3k4/8 b - - 6 57,f6h7 g5g6 h7f8 g6f7,2006,78,86,613,advantage defensiveMove endgame knightEndgame master short,https://lichess.org/Ij05DHBo/black#114,,
aUMPb,8/pp1Q2kp/8/3p1r2/4p1q1/5rPR/PP2R1K1/8 b - - 3 34,g7g6 d7h7 g6f6 h3h6 f6e5 h7c7 e5d4 e2d2 f3d3 c7c3 d4e3 d2d3 e4d3 h6e6 g4e4 e6e4 d5e4 c3e1,2592,84,91,446,advantage endgame exposedKing pin veryLong,https://lichess.org/3aHdh3g7/black#68,,
gWK9c,5rk1/ppp2qp1/7p/1P2P3/P2Pb3/4Q3/6PP/R5K1 w - - 0 25,e3e4 f7f2 g1h1 f2f1 a1f1 f8f1,945,80,86,256,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/0a7YNEGf#49,,
6fHIf,1r1q1rk1/6pp/p2p4/1p1Nn3/4P3/2P2p1Q/PP4PP/1R3BK1 b - - 1 27,d8c8 d5e7 g8h8 e7c8,918,80,85,386,crushing fork middlegame short,https://lichess.org/nx4NwDGq/black#54,,
K9Vga,1k4r1/5R2/Q6p/2pp4/Pp2P3/1P1P4/8/4qRK1 w - - 5 44,g1h1 e1h4,1206,75,90,328,endgame mate mateIn1 oneMove,https://lichess.org/oHK4EulN#87,,
bSfbl,r1bqkb1r/pp1np2p/4p1B1/3p3Q/8/8/PPP2PPP/RNB1K2R b KQkq - 0 10,h7g6 h5g6,604,103,99,1370,mate mateIn1 oneMove opening,https://lichess.org/l6et4gEe/black#20,Caro-Kann_Defense Caro-Kann_Defense_Apocalypse_Attack,
c39m4,3rn1k1/1p2Qpbp/q2N2p1/8/8/2P5/1P3PPP/3RK3 b - - 6 25,g7f8 e7f7 g8h8 f7f8,1331,76,87,331,deflection mate mateIn2 middlegame short,https://lichess.org/kdAO9nFP/black#50,,
wLb6Y,4Qb1r/pkp2pp1/3rp1p1/2q3P1/1B6/1B5P/PPP5/1K1R3n w - - 0 26,b4c5 d6d1,585,99,71,201,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/ARpac3hf#51,,
9upUv,3r2k1/p1R2p2/6p1/6Qp/8/3r1P2/6PP/2q4K w - - 0 32,g5c1 d3d1 c1d1 d8d1,677,95,92,175,backRankMate endgame fork mate mateIn2 queenRookEndgame short,https://lichess.org/rndwL7sD#63,,
wfIFR,5rk1/2p3p1/2bp4/p5Q1/4P3/1p1P4/qPP5/2KR3R w - - 0 27,c2b3 a2a1 c1c2 f8f2 d1d2 f2d2 g5d2 a1h1,1391,76,94,2974,advantage endgame veryLong,https://lichess.org/BUcUMuQY#53,,
vbolx,6k1/1b4b1/5pp1/pp5p/3Bp2P/PP2P1P1/2r2PB1/3RK3 b - - 1 26,f6f5 d4g7 g8g7 d1d7 g7f6 d7b7,1000,95,88,56,advantage attraction endgame exposedKing fork long,https://lichess.org/hW0h5vjC/black#52,,
gjQHZ,3r1r1k/p3R1pp/1pq2p2/8/2Pn2P1/5PB1/P1Q3KP/3R4 w - - 5 31,c2c3 d4f3 d1d8 f3h4 g2f2 c6g2 f2e3 g2f3 e3d2 f8d8,2406,77,91,1519,crushing discoveredCheck doubleCheck middlegame sacrifice veryLong,https://lichess.org/8i7iZGnM#61,,
ggZSD,r1b4k/ppp2rpp/5p2/8/PbB1qP2/4P3/3B2PP/R2QK2R w KQ - 0 19,c4f7 e4e3 e1f1 b4d2,2059,84,91,2683,advantage deflection middlegame pin short,https://lichess.org/AaJwKpkI#37,Englund_Gambit Englund_Gambit_Other_variations,
ZQJBv,6k1/pp3p2/2q1rp1Q/2p3p1/2P5/6PP/P1P2PK1/3R4 w - - 1 39,g2f1 c6h1,1056,81,82,78,endgame mate mateIn1 oneMove,https://lichess.org/FmzxCnYU#77,,
C3FOp,1r1q1rk1/1p1b1ppp/p2bp3/n1p5/Pn2PP2/NPQB1NP1/1BP4P/R4RK1 b - - 2 16,b4d3 c3g7,558,105,83,301,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/1O3q0YGm/black#32,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Indian_Variation,
aJ4Lf,7r/2q1kpr1/p1b1pb2/6P1/P1P2PB1/1P2Q3/8/3R1RK1 b - - 2 28,f6c3 e3c5 e7e8 g4f3 g7g5 c5g5 c6f3 f1f3,2528,78,100,125,advantage middlegame veryLong,https://lichess.org/twfOzGYu/black#56,,
KVhIG,3Q4/5pp1/p5k1/Pb6/6q1/5N2/6PP/6K1 b - - 7 46,g4c4 f3e5 g6f5 e5c4,1171,91,95,1119,crushing endgame fork short,https://lichess.org/bxMY9lCF/black#92,,
nqjgf,4r1k1/2q3pp/1bp2p2/p2n4/2NP2b1/2PQ1N2/P4PPP/R1B3K1 w - - 0 22,a1b1 g4f3 g2f3 e8e1 g1g2 e1c1 d3e4 d5f4,2191,84,84,43,crushing kingsideAttack middlegame veryLong,https://lichess.org/GdiOEkju#43,,
UDDM1,6k1/1b3p1p/2Npqnp1/1p6/1N1Q4/7P/1P3PP1/6K1 b - - 3 33,d6d5 c6d8 e6e1 g1h2 f6e4 d8b7 e1f2 d4f2,1620,74,89,1309,crushing endgame fork veryLong,https://lichess.org/9uu1Fgok/black#66,,
YBZ2W,2r5/3k4/p1q2ppp/Pn2p3/Q3P1P1/1R5P/7K/5B2 w - - 0 46,b3b5 c6c2 a4c2 c8c2 h2h1 a6b5,1695,75,96,15145,crushing endgame long,https://lichess.org/6zXJlnkt#91,,
958X6,3r3r/ppk2p2/2pp1qpb/Q3p2p/3nPPB1/3P3P/PPP1N1P1/2KR3R b - - 2 18,b7b6 a5a7,834,152,18,11,mate mateIn1 middlegame oneMove,https://lichess.org/cr3eC3f9/black#36,Four_Knights_Game Four_Knights_Game_Other_variations,
BScKq,6k1/1R3pp1/1n2p2p/8/8/p2B3P/r4PP1/6K1 b - - 1 36,b6d5 b7b8,669,100,87,311,endgame mate mateIn1 oneMove pillsburysMate,https://lichess.org/7Vur6mNm/black#72,,
YGUdj,3rr1k1/1bq2p1p/p1p1pPp1/2p1NnQP/2P5/3P4/PP3P2/3RR1K1 b - - 6 24,d8d4 h5g6 f7g6 f6f7 c7f7 e5f7,2024,78,92,854,advancedPawn advantage fork long middlegame,https://lichess.org/7cdI7h3R/black#48,,
WYNLr,8/5p2/3p1pk1/1p1P4/4KPP1/8/1P6/8 w - - 0 36,e4d4 f6f5 g4g5 g6h5 d4c3 h5g4 c3b4 g4f4,1411,81,92,7005,crushing endgame master pawnEndgame veryLong,https://lichess.org/uJY6ppXe#71,,
ba21G,r4r1k/pp3p2/2pp1q1p/4p2b/2B1P2P/2PPQ1R1/PP3P2/R6K b - - 5 22,f6h4 g3h3 h4g5 e3g5,1196,76,94,124,advantage defensiveMove middlegame short,https://lichess.org/gp0fbZrx/black#44,,
kNduw,r5k1/pp4p1/2p1P2p/1P1p4/3q4/P5r1/B5N1/R3Q1KR w - - 3 28,e1f2 d4a1 g1h2 g3h3 h2h3 a1h1,1952,75,87,535,advantage attraction deflection exposedKing hangingPiece long middlegame,https://lichess.org/9LgKAAoC#55,,
IeS1C,8/7p/8/p3k1p1/Pp1p4/1P1P1P1P/6P1/6K1 w - - 0 33,g2g4 e5f4 g1f2 h7h6 f2g2 f4e3,1303,78,93,1923,crushing endgame long pawnEndgame quietMove zugzwang,https://lichess.org/Yyz9Amm7#65,,
29TIW,1r3r1k/5Bp1/p2p1nP1/2p2RQ1/7P/8/Pq6/R5K1 w - - 0 28,f5f6 b2a1 f6f1 a1d4 g1h1 d4e4,1909,82,89,340,advantage exposedKing hangingPiece long middlegame,https://lichess.org/6vE0alAr#55,,
VkMz7,8/8/2pk1p1p/pp4p1/4PP2/PPPK4/7P/8 w - - 0 36,f4g5 f6g5 b3b4 a5b4,1804,81,89,82,crushing endgame pawnEndgame short,https://lichess.org/Ce6ZFxGZ#71,,
UzfFR,2r1rRk1/pb2B1pp/6q1/8/2pp4/3P3P/PPP2QP1/5RK1 b - - 1 26,e8f8 f2f8 c8f8 f1f8,1448,78,86,199,kingsideAttack mate mateIn2 middlegame operaMate short,https://lichess.org/gKiJAEHU/black#52,,
gAUoB,rn2kb1r/ppp1pppp/8/3q2B1/2BPb1Q1/2P5/P1P3PP/R3K1NR b KQkq - 3 9,d5c4 g4c8,1155,79,71,231,mate mateIn1 oneMove opening,https://lichess.org/awJKK4Lm/black#18,Blackmar-Diemer_Gambit_Declined Blackmar-Diemer_Gambit_Declined_Vienna_Defense,
Hgzbr,1r1q1r2/1pp1ppk1/5np1/p2P1b1p/2P4P/P1N3p1/1P1QP3/2KR1BR1 b - - 1 16,f6e4 c3e4 f5e4 d2d4 g7h7 d4e4,1553,79,88,61,advantage fork long middlegame,https://lichess.org/qESM51jz/black#32,Indian_Defense Indian_Defense_Wade-Tartakower_Defense,
d7wfU,1kQr4/pp1P1p1p/8/7P/5q2/5n1B/PPP5/1K1R4 b - - 3 29,d8c8 d7c8q,832,76,100,546,advancedPawn endgame mate mateIn1 oneMove promotion,https://lichess.org/VmCqXxmO/black#58,,
8OQut,4q1k1/p3P1p1/4Q3/6p1/1pp1P1K1/3r4/6BP/8 b - - 2 35,g8h7 e4e5 d3d4 g4g5 c4c3 g2h3,2699,85,100,118,crushing defensiveMove endgame long quietMove,https://lichess.org/CbzMJrBn/black#70,,
GfkYz,7k/ppp3pp/2nb4/4q3/N3nr2/6PP/PPP2P2/R2QR1K1 w - - 0 20,g3f4 e5f4 e1e4 f4h2 g1f1 h2h1 f1e2 h1e4,2093,80,90,1247,advantage fork middlegame sacrifice veryLong,https://lichess.org/cETBwZJR#39,,
kQedH,3r1rk1/pp3p2/1q2p1p1/4PbQp/7P/1BP5/PP4PK/4RR2 b - - 7 25,d8d7 f1f5 e6f5 e5e6,1689,85,33,55,advantage master middlegame pin sacrifice short,https://lichess.org/ASQVcmIP/black#50,,
ikg9O,3r4/2kr1p2/1p2pb1p/p3nPp1/4B1P1/2PN1K2/PP5P/3RR3 w - - 3 27,d3e5 d7d1 e1d1 d8d1,1239,78,90,1785,crushing master middlegame short,https://lichess.org/9psb0xEO#53,,
ekoOB,6k1/p2Rnrp1/7p/7P/1P6/P4pPK/5P2/8 b - - 2 43,g8f8 d7d8,614,107,74,435,backRankMate endgame master mate mateIn1 oneMove,https://lichess.org/kNIjvHkv/black#86,,
OQkXK,8/8/7N/1b5P/p7/K4kP1/8/8 b - - 0 46,f3g3 h6f5 g3f4 h5h6 f4f5 h6h7,1217,76,94,13218,advancedPawn crushing endgame long sacrifice,https://lichess.org/c1gk6oQy/black#92,,
3xx5Y,8/8/5KbB/8/8/1p6/4k1Q1/1q6 b - - 1 47,e2d1 g2d2,1528,77,95,9732,endgame master mate mateIn1 oneMove,https://lichess.org/A4KD9NRR/black#94,,
E93s0,r1q2k2/3bbPp1/p3pnQ1/3p4/3P1B2/8/P2N1P1P/2KR3R w - - 1 22,c1b1 e6e5 d1c1 d7f5,2302,80,78,86,advantage clearance middlegame short,https://lichess.org/WRuHUIke#43,,
Buv2I,r4rk1/1p3pbp/p1np1np1/8/P1P2P2/1PN1P3/3BBP1P/R3K2R w KQ - 1 15,c3d5 f6d5 c4d5 g7a1,1308,89,68,31,advantage discoveredAttack middlegame short,https://lichess.org/yhC03GrA#29,Modern_Defense Modern_Defense_Other_variations,
IXOOX,8/p4k2/1p1p3p/2pP1p2/2P2Pp1/1P4P1/P2Q1K1P/7q w - - 3 34,f2e3 h1f3,1646,77,82,116,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/xMZWJxmU#67,,
wbgDm,2Q5/r7/5p2/8/3P1P2/3K4/5P2/q1k5 b - - 1 57,c1d1 c8c2 d1e1 c2e2,1068,76,99,731,endgame mate mateIn2 short,https://lichess.org/l7lQRFxK/black#114,,
triFC,5r2/2R5/8/8/2B1nk2/1P3p2/P1P5/3K4 w - - 8 40,d1e1 f8h8 c7d7 h8h1,2715,105,87,268,crushing endgame quietMove short,https://lichess.org/jVF6pDoU#79,,
z9lZu,2r3k1/1br2ppp/p3pqn1/3p4/3P4/1PN1QN1P/P1R2PPK/2R5 w - - 13 28,c3d5 e6d5 c2c7 c8c7 c1c7 f6d6 h2g1 d6c7,2539,76,78,291,advantage attraction fork hangingPiece middlegame sacrifice veryLong,https://lichess.org/Y6ipaSNV#55,,
OcLRt,8/6rp/1PK5/5pp1/7k/R7/6P1/8 b - - 0 39,g5g4 b6b7 g7b7 c6b7 f5f4 b7c6,2444,78,93,1065,advancedPawn crushing defensiveMove endgame long rookEndgame,https://lichess.org/MQowSwVE/black#78,,
ustXd,r4rk1/ppq2ppp/2nb1n2/3N2N1/2BP1pb1/3Q4/PPP3PP/R1B2RK1 b - - 5 12,f6d5 d3h7,784,81,86,213,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/QKMgjc7V/black#24,Vienna_Game Vienna_Game_Vienna_Gambit,
WTaRq,2r2rk1/1pq1b2p/p2p2pP/n1p1pp2/P2Pn3/2P1BN2/1P2QPP1/R2RN1K1 b - - 2 17,a5b3 e2c4 g8h8 c4b3,1294,80,70,132,advantage fork middlegame short,https://lichess.org/vvIf8634/black#34,Sicilian_Defense Sicilian_Defense_Canal_Attack,
5rla7,r2q1rk1/1p1b1Pp1/p2p3b/4pP1Q/3p4/P2P4/BPP3P1/R4RK1 b - - 0 19,g8h7 h5g6 h7h8 f5f6,1521,76,90,906,crushing middlegame short,https://lichess.org/GIu7q1id/black#38,,
Pk8jq,3r3k/pp4pp/4p3/8/1P1PN2R/P3P1QP/6PK/2rq4 w - - 11 38,h4h7 h8h7 g3h4 h7g6,2008,74,90,1125,crushing defensiveMove endgame hangingPiece master short,https://lichess.org/AzItQ9mH#75,,
PKjRF,r3r1k1/1b1p1ppp/p4q2/1ppP4/2P5/6b1/PPB2QP1/RNB1RK2 w - - 2 18,f2f6 e8e1,917,80,100,89,mate mateIn1 middlegame oneMove,https://lichess.org/UNC6kYLo#35,Ruy_Lopez Ruy_Lopez_Morphy_Defense,
XLmmU,2rq1rk1/1p1b2pp/p2b4/P2pp3/4np2/2P2NP1/1P2PPBP/R1BQK2R b KQ - 1 19,d6c5 d1d5 g8h8 d5e4,1240,75,97,9758,crushing fork middlegame short,https://lichess.org/rjnfDvyO/black#38,Dutch_Defense Dutch_Defense_Other_variations,
WW8wc,3r3k/ppp2p2/5q1p/8/3P2Qp/1P5P/1PP3P1/4R1K1 b - - 0 23,d8d4 e1e8 h8h7 g4g8,1005,87,58,52,endgame mate mateIn2 short,https://lichess.org/W3cEYucg/black#46,,
F0CdQ,8/5Qpk/4Np1p/5q1P/1p2p3/4P1K1/1r3PP1/8 b - - 5 48,f5e5 g3g4 e5e6 f7e6,2387,83,82,77,advantage defensiveMove endgame master masterVsMaster short,https://lichess.org/jmNFaDbB/black#96,,
g9Vui,r3k1nr/pp3pp1/8/3QP3/6P1/4q3/PP3RB1/R5K1 b kq - 0 17,a8d8 d5f7,1105,76,86,425,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/VW4uVcda/black#34,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,
aBjew,8/3r4/p2pk1q1/1p2p3/5b2/P4B2/1PP2Q2/3R1K2 b - - 2 44,d7c7 d1d6 e6d6 f2b6 d6e7 b6g6,2186,82,89,1074,attraction crushing endgame long sacrifice skewer,https://lichess.org/azYBsxev/black#88,,
HSgGy,3b1r2/5pkp/p3q1p1/1p2p3/2p1P3/2P1N1Q1/PP3PPP/3R2K1 b - - 3 27,d8b6 d1d6 e6d6 e3f5 g7g8 f5d6,2381,77,94,9567,advantage attraction endgame long master pin sacrifice,https://lichess.org/XKuRRKQP/black#54,,
Iceii,8/5ppk/PR1P1n1p/8/8/4PPP1/4K3/r7 b - - 0 45,f6d5 d6d7 d5b6 d7d8q,1230,76,70,80,advancedPawn crushing endgame promotion short,https://lichess.org/Qa59duhO/black#90,,
04W99,r2q1rk1/ppp2pb1/2n1bn2/3Np1B1/4P3/3B1Q2/PPP2PPP/R3K2R b KQ - 3 13,c6d4 d5f6 d8f6 f3f6 g7f6 g5f6,1839,74,99,1445,advantage kingsideAttack long middlegame,https://lichess.org/RRrolCup/black#26,Indian_Defense Indian_Defense_Pawn_Push_Variation,
PJMUM,2kr3r/pppb1pp1/1bp3q1/8/3PPBn1/2P2NP1/PP2B2P/R2Q1RK1 w - - 1 15,f3h4 h8h4 g3h4 g4e3 f4g3 e3d1,1445,77,90,1773,crushing discoveredAttack discoveredCheck kingsideAttack long middlegame sacrifice,https://lichess.org/usP9x33e#29,Russian_Game Russian_Game_Stafford_Gambit,
vyLgz,6k1/p2n2pp/1qp1Q3/3p4/8/1Pb3P1/PBP1Pr1P/5R1K b - - 0 21,g8h8 e6e8 d7f8 e8f8 f2f8 f1f8,1372,90,74,315,backRankMate fork long mate mateIn3 middlegame xRayAttack,https://lichess.org/F7ryHzRG/black#42,,
9PfoT,4r1k1/1pb2qp1/p1p2p1p/2P5/1P6/Pb1BP3/2Q2PPP/3R1RK1 w - - 3 25,d3g6 b3c2 g6f7 g8f7 d1d7 e8e7 d7e7 f7e7,1459,76,77,480,advantage middlegame veryLong,https://lichess.org/g8RrLG8Q#49,,
66HTC,r2q1rk1/p5p1/1p1bpn1p/2p1n3/8/P1N1B1P1/1PQ2PBP/2R2RK1 w - - 0 19,g2a8 d8a8 f2f4 e5f3 f1f3 a8f3,1691,75,85,364,advantage long middlegame,https://lichess.org/e9ba3c3N#37,English_Opening English_Opening_Kings_English_Variation,
cz6IW,8/7p/p3k1p1/1pB5/1P1K1n2/2P3P1/7P/8 b - - 0 49,f4e2 d4d3 e2c1 d3c2,1379,74,86,475,crushing defensiveMove endgame short,https://lichess.org/96GtLK90/black#98,,
ZUaNb,8/1p6/p7/2k5/P1PR4/4KP1r/8/8 w - - 1 45,e3e4 h3h4 f3f4 h4f4 e4f4 c5d4,1465,74,86,276,crushing deflection endgame long rookEndgame,https://lichess.org/FJ4p0I9X#89,,
8FSee,7k/3n4/2p1p1q1/1p1p1p2/pP1P1P2/P1P1Q2P/5P1K/7B w - - 3 46,e3g3 g6g3 f2g3 d7b6 h1f3 b6c4,2067,75,92,466,crushing endgame long quietMove,https://lichess.org/IeagCoLw#91,,
wKkgj,5rk1/1b5p/p5p1/1pRp4/1P1Pp3/P3P3/3B2PP/3Q1q1K w - - 6 27,d1f1 f8f1,513,85,100,117,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/5FOFcRE7#53,,
PQT6W,2r2rk1/pp3p1p/3p2q1/3p2Q1/5P2/5P2/PPP5/2KR3R w - - 0 21,g5d5 g6c2,1030,140,33,20,endgame mate mateIn1 oneMove queensideAttack,https://lichess.org/NOwsq3jp#41,,
Eqdwq,k1r5/p1r4p/Pp4p1/2q2p2/4pQ2/7P/1P1R1PP1/R5K1 b - - 19 31,c5b4 f4c7 c8c7 d2d8 c7c8 d8c8,1459,76,93,930,endgame long mate mateIn3 queensideAttack sacrifice,https://lichess.org/L9NmLmT7/black#62,,
rOX9a,8/6k1/8/3b1qp1/7p/7P/6P1/2Q1R2K w - - 5 63,e1f1 f5h3 h1g1 h3g2,1478,141,89,7,endgame mate mateIn2 pin short,https://lichess.org/StPLJrXu#125,,
vCWVV,r2qk2r/1pp2ppp/p1n1p3/b3P3/2BP4/2PQBP2/P4P1P/R3K1R1 w Qkq - 0 13,g1g7 c6e5 d4e5 d8d3 c4d3 a5c3 e1e2 c3a1,1636,77,93,4193,advantage capturingDefender fork middlegame veryLong,https://lichess.org/rMpb6CE1#25,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation,
